#PATH-POINTS-START Path
-124.604,38.573,120,75
-122.666,39.065,120
-120.728,39.557,120
-118.789,40.05,120
-116.851,40.542,120
-114.912,41.034,120
-112.974,41.527,120
-111.035,42.019,120
-109.097,42.511,120
-107.158,43.003,120
-105.22,43.496,120
-103.281,43.988,120
-101.343,44.48,120
-99.404,44.973,120
-97.466,45.465,120
-95.528,45.957,120
-93.589,46.45,120
-91.651,46.942,120
-89.712,47.434,120
-87.774,47.927,120
-85.835,48.419,120
-83.897,48.911,120
-81.958,49.403,120
-80.02,49.896,120
-78.081,50.388,120
-76.143,50.88,120
-74.204,51.373,120
-72.266,51.865,120
-70.328,52.357,120
-68.389,52.85,120
-66.451,53.342,120
-64.512,53.834,120
-62.574,54.327,120
-60.635,54.819,120
-58.697,55.311,120
-56.758,55.803,120
-55.162,55.115,120,0
-53.786,53.663,120
-52.411,52.211,120
-51.035,50.76,120
-49.66,49.308,120
-48.284,47.856,120
-46.909,46.404,120
-45.533,44.952,120
-44.158,43.5,120
-42.782,42.048,120
-41.407,40.596,120
-40.031,39.144,120
-38.656,37.692,120
-37.28,36.241,120
-35.905,34.789,120
-34.529,33.337,120
-33.154,31.885,120
-31.778,30.433,120
-30.403,28.981,120
-29.027,27.529,120
-27.652,26.077,120
-26.922,25.284,120,135
-28.344,26.69,120
-29.766,28.096,120
-31.189,29.502,120
-32.611,30.908,120
-34.034,32.314,120
-35.456,33.72,120
-36.879,35.126,120
-38.301,36.532,120
-39.723,37.938,120
-41.146,39.344,120
-42.568,40.75,120
-43.991,42.156,120
-45.413,43.562,120
-46.835,44.968,120
-48.258,46.374,120
-49.68,47.78,120
-51.103,49.186,120
-52.525,50.592,120
-53.947,51.998,120
-55.37,53.404,120
-56.792,54.81,120
-58.215,56.216,120
-59.637,57.622,120
-61.06,59.028,120
-62.482,60.434,120
-63.904,61.839,120
-65.327,63.245,120
-66.749,64.651,120
-68.172,66.057,120
-69.594,67.463,120
-71.016,68.869,120
-72.439,70.275,120
-73.861,71.681,120
-75.284,73.087,120
-76.706,74.493,120
-78.128,75.899,120
-79.551,77.305,120
-80.973,78.711,120
-82.396,80.117,120
-83.818,81.523,120
-85.241,82.929,120
-86.663,84.335,120
-88.085,85.741,120
-89.508,87.147,120
-90.93,88.553,120
-92.353,89.959,120
-93.775,91.365,120
-95.197,92.771,120
-96.62,94.177,120
-98.042,95.583,120
